{[1-2-3];[1-2-3];[1-2-3]},51.9999999949,138093.3333195300666020609545690811525986418928368948400020599365234375000000000000,172.62514883
{[1-2-3];[1-2-3];[1-3-2]},51.8333333283,136756.6666530000659263348418426264885283671901561319828033447265625000000000000000,171.33810688000003
